,molecule_chembl_id,Ki,units,data_validity_comment,max_phase,smiles
386,CHEMBL3921061,520.0,nM,,,CN(C)C(=O)Oc1cccc(C(=O)/C=C/c2ccc(O)cc2)c1
387,CHEMBL4080105,480.0,nM,,,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1
388,CHEMBL4095908,870.0,nM,,,COc1cccc(C2c3ccc4cccnc4c3Oc3nc4c(c(N)c32)CCCC4)c1
389,CHEMBL4066365,8900.0,nM,,,CCO[P@](=O)(SCC)c1ccccc1
390,CHEMBL4104952,2660.0,nM,,,C[n+]1c2ccccc2c(-c2ccc(N)cc2)c2ccccc21.F[B-](F)(F)F
391,CHEMBL4080726,13200.0,nM,,,CCN(CC)c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F
392,CHEMBL4077169,4010.0,nM,,,CN1c2ccccc2C(N2CCOCC2)c2ccccc21
393,CHEMBL4065259,3750.0,nM,,,CN1c2ccccc2C(N2CCSCC2)c2ccccc21
394,CHEMBL4075825,3340.0,nM,,,CN1c2ccccc2C(n2cncn2)c2ccccc21
395,CHEMBL4088659,6430.0,nM,,,CN1c2ccccc2C(n2nnc3ccccc32)c2ccccc21
396,CHEMBL4162224,59800.0,nM,,,O=C1SCc2ccccc21
397,CHEMBL4166725,11800.0,nM,,,O=C1SCc2cccc([N+](=O)[O-])c21
398,CHEMBL4168617,56200.0,nM,,,O=C(O)C(F)(F)F.O=C1CC[C@@]2(C=CNC3=C2C2=NCCc4c[nH]c(c42)C3=O)C=C1Br
399,CHEMBL4160694,98000.0,nM,,,O=C(O)C(F)(F)F.O=C1C2=C(C3=NCCc4c[nH]c1c43)C1(C=CN2)C=C(Br)C(O)C(Br)=C1
400,CHEMBL462946,22800.0,nM,,,O=C(O)C(F)(F)F.O=C1C=C2S[C@H]3C[C@]2(C=C1Br)C1=C(N3)C(=O)c2[nH]cc3c2C1=NCC3
401,CHEMBL4167524,37.14,nM,,,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12
402,CHEMBL4171520,3880.0,nM,,,COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1
403,CHEMBL4174958,147.0,nM,,,Nc1c2c(nc3c1C(c1cccc(Br)c1)NC(=S)N3)CCCC2
404,CHEMBL4207101,9.85,nM,,,O=C(CNCc1cc(F)cc(F)c1)Nc1ccc2nc3n(c(=O)c2c1)CCC3
405,CHEMBL4210729,3.28,nM,,,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
406,CHEMBL4292643,42000.0,nM,,,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
407,CHEMBL4284764,36000.0,nM,,,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
408,CHEMBL4289221,24000.0,nM,,,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
409,CHEMBL4281350,21000.0,nM,,,NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
410,CHEMBL4285826,12000.0,nM,,,NC(=O)c1cc[n+](CCCC[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
411,CHEMBL4277895,22000.0,nM,,,NC(=O)c1cc[n+](C/C=C/C[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-]
412,CHEMBL33051,25000.0,nM,,,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-]
413,CHEMBL14577,180000.0,nM,Outside typical range,-1.0,C[n+]1ccccc1C=NO.[I-]
414,CHEMBL397871,73000.0,nM,,,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-]
415,CHEMBL116379,110000.0,nM,Outside typical range,,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-]
416,CHEMBL238977,90000.0,nM,,,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-]
417,CHEMBL4292235,190.0,nM,,,Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1
418,CHEMBL4284495,11.0,nM,,,COc1cc2oc(C(=O)OCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
419,CHEMBL4286799,57.0,nM,,,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1
420,CHEMBL4277548,12.0,nM,,,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1
421,CHEMBL4292477,62.0,nM,,,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1
422,CHEMBL4287970,39.0,nM,,,COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
423,CHEMBL4284165,11.0,nM,,,O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1
424,CHEMBL4294783,21.0,nM,,,COc1cc2oc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
425,CHEMBL4293801,60.0,nM,,,COc1cc2[nH]c(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
426,CHEMBL4283390,3200.0,nM,,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
427,CHEMBL4292766,1400.0,nM,,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O
428,CHEMBL362378,7390.0,nM,,,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1
429,CHEMBL3417009,16.0,nM,,,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCC2)CC1
430,CHEMBL4582736,630.0,nM,,,COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(C)CC4)cc3)C2)cc1OC
431,CHEMBL4458648,121.0,nM,,,S=C(NCc1ccccc1)NNc1c2c(nc3ccccc13)CCCC2
432,CHEMBL4444497,879.0,nM,,,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC
433,CHEMBL4579543,60.79,nM,,,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3c(F)cccc3c2=O)cc1
434,CHEMBL4444582,60.79,nM,,,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3cc(F)ccc3c2=O)cc1
435,CHEMBL4524569,60.79,nM,,,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3c([N+](=O)[O-])cccc3c2=O)cc1
436,CHEMBL4453373,60.79,nM,,,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3cc([N+](=O)[O-])ccc3c2=O)cc1
437,CHEMBL4541764,60.79,nM,,,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3ccc(C(=O)O)cc3c2=O)cc1
438,CHEMBL4456083,88.5,nM,,,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
439,CHEMBL4441666,3.71,nM,,,CCOc1ccc(Cc2nc3cc(C(=O)NCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
440,CHEMBL4447210,16.7,nM,,,CCOc1ccc(Cc2nc3cc(C(=O)NCCSSCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
441,CHEMBL4474399,129.0,nM,,,Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCC4)cc3)cc(=O)c2c1
442,CHEMBL4583534,100.0,nM,,,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1
443,CHEMBL4648322,19.1,nM,,,COc1cc2cc(NC(=O)[C@@H]3CCC[C@H](NCc4ccccc4)C3)c(=O)oc2cc1OC
444,CHEMBL2314726,93.4,nM,,,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC
445,CHEMBL4759108,30.0,nM,,,Fc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)c(F)c1
446,CHEMBL4792387,51000.0,nM,,,CN1CCCC[C@H]1c1ccc(-c2cccnc2)nc1
447,CHEMBL4760940,170.0,nM,,,c1cnc(Nc2nnc(-c3cccc4ccccc34)o2)nc1
448,CHEMBL4793341,23.0,nM,,,FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
449,CHEMBL4752175,0.456,nM,,,COc1ccc2cc3[n+](cc2c1OCc1ccc(C(F)(F)F)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
450,CHEMBL4790545,210.0,nM,,,COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)ccc2c1
451,CHEMBL4754487,0.68,nM,,,COc1cc(CNC(=O)CCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O
452,CHEMBL4751100,0.132,nM,,,COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
453,CHEMBL4790766,8.0,nM,,,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(Cl)c3)CC2)nc1-c1ccc(OC)c(OC)c1
454,CHEMBL4800260,500.0,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(Cc4ccccc4)CC3)cc1)C2.[Cl-]
455,CHEMBL4791075,1000.0,nM,,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(Cc4cccc(Cl)c4)CC3)cc1)C2.[Br-]
456,CHEMBL4783427,394.0,nM,,,CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCN(CC)Cc4ccccc4)cc3o2)cc1)Cc1ccccc1
457,CHEMBL4868687,10100.0,nM,,,COC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)F
458,CHEMBL1995010,389.7,nM,,,Cc1ccc(S(=O)(=O)SCc2ccccc2)cc1
459,CHEMBL4845755,326.9,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(F)cc2)cc1
460,CHEMBL4863431,714.4,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(Cl)cc2)cc1
461,CHEMBL4867081,251.4,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc([N+](=O)[O-])cc2)cc1
462,CHEMBL4858117,165.5,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(C#N)cc2)cc1
463,CHEMBL4868918,147.9,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(C(F)(F)F)cc2)cc1
464,CHEMBL4860610,198.2,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(OC(F)(F)F)cc2)cc1
465,CHEMBL4875944,218.7,nM,,,COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1
466,CHEMBL4871975,25.6,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(C(C)C)cc2)cc1
467,CHEMBL4852721,157.3,nM,,,Cc1ccc(S(=O)(=O)SCc2ccc(C(C)(C)C)cc2)cc1
468,CHEMBL4856400,23.01,nM,,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c3C(C1)C2.Cl.Cl
469,CHEMBL4849905,120.0,nM,,,c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCCC4)CC2)cc1
470,CHEMBL5089821,31000.0,nM,,,COc1cc2c(c(CO)c1OC)C[C@H]1c3c(cc4c(c3OC)OCO4)CC[N+]1=C2.O=C([O-])C(F)(F)F
471,CHEMBL5076804,6300.0,nM,,,COc1cc2c(c3c1OCOC3)C[C@H]1c3c(cc4c(c3OC)OCO4)CC[N+]1=C2.O=C([O-])C(F)(F)F
472,CHEMBL5080190,13200.0,nM,,,COc1cc2c[n+]3c(cc2c(CO)c1OC)-c1c(cc2c(c1OC)OCO2)CC3
473,CHEMBL5085317,13700.0,nM,,,COc1cc2c(c3c1OCOC3)C[C@H]1c3c(cc4c(c3OC)OCO4)CCN1C2
474,CHEMBL5082824,2000.0,nM,,,CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
475,CHEMBL5194943,80.6,nM,,,NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(Br)cc2)cc1
476,CHEMBL5177448,35000.0,nM,,,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
477,CHEMBL5171026,28000.0,nM,,,NC(=O)c1cc[n+](CCC[n+]2cc(F)c(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
478,CHEMBL5173381,44000.0,nM,,,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
479,CHEMBL5184063,63000.0,nM,,,NC(=O)c1cc[n+](CCCC[n+]2cc(F)c(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
480,CHEMBL595504,36000.0,nM,,,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
481,CHEMBL5206644,68000.0,nM,,,NC(=O)c1cc[n+](C/C=C/C[n+]2cc(F)c(/C=N/O)c(F)c2)cc1.[Br-].[Br-]
482,CHEMBL3758997,2540.0,nM,,,NS(=O)(=O)c1ccc(/N=C/c2cc(Br)cc(Br)c2O)cc1
483,CHEMBL5196990,77.7,nM,,,NS(=O)(=O)c1ccc(NCc2cccc(Br)c2O)cc1
484,CHEMBL5181066,21.0,nM,,,NS(=O)(=O)c1ccc(/N=C/c2cc(Br)cc(Cl)c2O)cc1
485,CHEMBL5170213,20.98,nM,,,NS(=O)(=O)c1ccc(NCc2cccc(Cl)c2O)cc1
486,CHEMBL433041,100.0,nM,,-1.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
487,CHEMBL5219123,0.261,nM,,,COc1cc2c(c(OC)c1)CC(NC(=O)OCc1ccccc1)C2
488,CHEMBL5220695,120.0,nM,,,CC(C)(C)OC(=O)Nc1ccc(O)c(C(=O)NCCCN2CCCCC2)c1
489,CHEMBL5219239,170.0,nM,,,CC1CCCCN1CCCNC(=O)c1cc(NC(=O)OC(C)(C)C)ccc1O
490,CHEMBL5218804,0.264,nM,,,COc1cccc2c1CCC(NC(=O)OCc1ccccc1)C2
491,CHEMBL5219425,3500.0,nM,,,CCN(CC)C(=O)OC1C[N+]2(C)CCC1CC2.[I-]
492,CHEMBL193996,1000.0,nM,,,O=C(Nc1ccccc1)OC1CN2CCC1CC2
